Name,Question,Confidence,Medianconf,Questiontext,Deviation_from_median_confidence
Pete Klenow,6,3,5,"NCAA Division I schools coordinate compensation for men’s basketball and football players (precluding actual pay and limiting non-monetary benefits), providing rents to member schools (which may be shared with others) at the expense of those players.",-2
Pete Klenow,6,8,5,Imposing new US tariffs on steel and aluminum will improve Americans’ welfare.,3
Pete Klenow,6,4,6,"By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.",-2
Pete Klenow,6,7,6,"By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.",1
Pete Klenow,7,2,5,Replacing the current US health insurance system as outlined in a) would improve health outcomes for the majority of the population.,-3
Pete Klenow,7,1,5,"The biggest reason for the measured slowdown in US productivity growth since the mid-2000s is that productivity increases have gone mismeasured, including new and better products and services that have been insufficiently captured by real output data.",-4
Pete Klenow,7,5,5,"Because of the many special and unique roles that the dollar plays in global commerce, US citizens are substantially better off than they otherwise would be.",0
Pete Klenow,7,5,6,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",-1
Pete Klenow,7,5,7,"A bitcoin has a fundamental value of at least $1,000.",-2
Pete Klenow,7,5,6,The best forecast for the value of one bitcoin in 2 years is its current price.,-1
Pete Klenow,7,5,5,"Without changes in policy, a rising share of people who are over age 65 will exert a substantial downward influence on per capita real GDP in western European countries.",0
Pete Klenow,7,4,6,"In European countries where the share of those over 65 is rising, there are net social benefits to adjusting retirement ages for state-financed (including pay-as-you-go) pension systems upwards, so that revised retirement ages better reflect longer life expectancies.",-2
Pete Klenow,7,6,7,The concept of “maximum sustainable employment” is well defined enough to be used beneficially in economic policymaking.,-1
Pete Klenow,7,8,7,Right now the US economy is operating below maximum sustainable employment.,1
Pete Klenow,7,3,5,If the US enacts a tax bill similar to those currently moving through the,-2
Pete Klenow,8,10,6,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population.",4
Pete Klenow,8,3,8,House,-5
Pete Klenow,8,5,5,Senate,0
Pete Klenow,8,5,5,If the US enacts a tax bill similar to those currently moving through the,0
Pete Klenow,8,5,7,House,-2
Pete Klenow,8,5,5,Senate,0
Pete Klenow,8,1,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially reduce output variability in the United States.,-4
Pete Klenow,8,5,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially lower the cost of borrowing for the federal government.,0
Pete Klenow,8,5,7,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not.",-2
Pete Klenow,8,5,6,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,-1
Pete Klenow,8,10,8,"Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods.",2
Pete Klenow,9,1,5,Replacing the current US health insurance system as outlined in a) would lead to longer waiting times for healthcare for a meaningful subset of the population.,-4
Pete Klenow,9,5,7,Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.,-2
Pete Klenow,9,5,8,"If the Fed changed its inflation target from 2% to 4%, the long-run costs of inflation for households would be essentially unchanged.",-3
Pete Klenow,9,4,4,Raising the inflation target to 4% would make it possible for the Fed to lower rates by a greater amount in a future recession.,0
Pete Klenow,9,4,5,"If the US reduced its fiscal deficit, then its trade deficit would also shrink.",-1
Pete Klenow,9,10,9,"The US should increase spending now on roads, railways, bridges and airports (including new projects, maintenance or both).",1
